YEAR	STATE	TYPE OF PRODUCER	ENERGY SOURCE	GENERATION (Megawatthours)
2018	MI	Combined Heat and Power, Commercial Power	Petroleum	3948
2018	MI	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	2172
2018	MI	Combined Heat and Power, Commercial Power	Other Biomass	127301
2018	MI	Combined Heat and Power, Commercial Power	Wood and Wood Derived Fuels	10
2018	MI	Combined Heat and Power, Electric Power	Total	14582738
2018	MI	Combined Heat and Power, Electric Power	Coal	426929
2018	MI	Combined Heat and Power, Electric Power	Natural Gas	12657702
2018	MI	Combined Heat and Power, Electric Power	Other Gases	1446619
2018	MI	Combined Heat and Power, Electric Power	Other	29889
2018	MI	Combined Heat and Power, Electric Power	Petroleum	0
2018	MI	Combined Heat and Power, Electric Power	Other Biomass	2961
2018	MI	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	18637
2018	MI	Electric Generators, Independent Power Producers	Total	17612759
2018	MI	Electric Generators, Independent Power Producers	Hydroelectric Conventional	118694
2018	MI	Electric Generators, Independent Power Producers	Natural Gas	6801786
2018	MI	Electric Generators, Independent Power Producers	Nuclear	5455940
2018	MI	Electric Generators, Independent Power Producers	Other	81728
2018	MI	Electric Generators, Independent Power Producers	Petroleum	0
2018	MI	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	29185
2018	MI	Electric Generators, Independent Power Producers	Other Biomass	825122
2018	MI	Electric Generators, Independent Power Producers	Wind	3428583
2018	MI	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	871721
2018	MI	Electric Generators, Electric Utilities	Total	81450131
2018	MI	Electric Generators, Electric Utilities	Coal	41830492
2018	MI	Electric Generators, Electric Utilities	Pumped Storage	-698455
2018	MI	Electric Generators, Electric Utilities	Hydroelectric Conventional	1440799
2018	MI	Electric Generators, Electric Utilities	Natural Gas	10492640
2018	MI	Electric Generators, Electric Utilities	Nuclear	25022754
2018	MI	Electric Generators, Electric Utilities	Other Gases	151018
2018	MI	Electric Generators, Electric Utilities	Other	-3
2018	MI	Electric Generators, Electric Utilities	Petroleum	1095421
2018	MI	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	86796
2018	MI	Electric Generators, Electric Utilities	Wind	2028669
2018	MI	Electric Generators, Electric Utilities	Wood and Wood Derived Fuels	0
2018	MN	Total Electric Power Industry	Total	61517441
2018	MN	Total Electric Power Industry	Coal	23455356
2018	MN	Total Electric Power Industry	Hydroelectric Conventional	1053504
2018	MN	Total Electric Power Industry	Natural Gas	8555294
2018	MN	Total Electric Power Industry	Nuclear	14601329
2018	MN	Total Electric Power Industry	Other	405181
2018	MN	Total Electric Power Industry	Petroleum	46574
2018	MN	Total Electric Power Industry	Solar Thermal and Photovoltaic	1042021
2018	MN	Total Electric Power Industry	Other Biomass	531233
2018	MN	Total Electric Power Industry	Wind	10713650
2018	MN	Total Electric Power Industry	Wood and Wood Derived Fuels	1113300
2018	MN	Combined Heat and Power, Industrial Power	Total	1331470
2018	MN	Combined Heat and Power, Industrial Power	Coal	387054
2018	MN	Combined Heat and Power, Industrial Power	Hydroelectric Conventional	91818
2018	MN	Combined Heat and Power, Industrial Power	Natural Gas	120041
2018	MN	Combined Heat and Power, Industrial Power	Other	51668
2018	MN	Combined Heat and Power, Industrial Power	Petroleum	821
2018	MN	Combined Heat and Power, Industrial Power	Other Biomass	7425
2018	MN	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	672644
2018	MN	Combined Heat and Power, Commercial Power	Total	193037
2018	MN	Combined Heat and Power, Commercial Power	Coal	757
2018	MN	Combined Heat and Power, Commercial Power	Natural Gas	107628
2018	MN	Combined Heat and Power, Commercial Power	Other	28882
2018	MN	Combined Heat and Power, Commercial Power	Petroleum	1591
2018	MN	Combined Heat and Power, Commercial Power	Other Biomass	19456
2018	MN	Combined Heat and Power, Commercial Power	Wind	25221
2018	MN	Combined Heat and Power, Commercial Power	Wood and Wood Derived Fuels	9501
2018	MN	Combined Heat and Power, Electric Power	Total	771360
2018	MN	Combined Heat and Power, Electric Power	Natural Gas	512504
2018	MN	Combined Heat and Power, Electric Power	Petroleum	690
2018	MN	Combined Heat and Power, Electric Power	Other Biomass	78047
2018	MN	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	180119
2018	MN	Electric Generators, Independent Power Producers	Total	10644276
2018	MN	Electric Generators, Independent Power Producers	Hydroelectric Conventional	236665
2018	MN	Electric Generators, Independent Power Producers	Natural Gas	594082
2018	MN	Electric Generators, Independent Power Producers	Other	141359
2018	MN	Electric Generators, Independent Power Producers	Petroleum	15075
2018	MN	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	1039316
2018	MN	Electric Generators, Independent Power Producers	Other Biomass	203538
2018	MN	Electric Generators, Independent Power Producers	Wind	8283624
2018	MN	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	130617
2018	MN	Electric Generators, Electric Utilities	Total	48577299
2018	MN	Electric Generators, Electric Utilities	Coal	23067545
2018	MN	Electric Generators, Electric Utilities	Hydroelectric Conventional	725021
2018	MN	Electric Generators, Electric Utilities	Natural Gas	7221039
2018	MN	Electric Generators, Electric Utilities	Nuclear	14601329
2018	MN	Electric Generators, Electric Utilities	Other	183271
2018	MN	Electric Generators, Electric Utilities	Petroleum	28397
2018	MN	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	2705
2018	MN	Electric Generators, Electric Utilities	Other Biomass	222767
2018	MN	Electric Generators, Electric Utilities	Wind	2404805
2018	MN	Electric Generators, Electric Utilities	Wood and Wood Derived Fuels	120419
2018	MO	Total Electric Power Industry	Total	85095384
2018	MO	Total Electric Power Industry	Coal	63355135
2018	MO	Total Electric Power Industry	Pumped Storage	46907
2018	MO	Total Electric Power Industry	Hydroelectric Conventional	828392
2018	MO	Total Electric Power Industry	Natural Gas	7050055
2018	MO	Total Electric Power Industry	Nuclear	10655279
2018	MO	Total Electric Power Industry	Other	1008
2018	MO	Total Electric Power Industry	Petroleum	99755
2018	MO	Total Electric Power Industry	Solar Thermal and Photovoltaic	91231
2018	MO	Total Electric Power Industry	Other Biomass	81930
2018	MO	Total Electric Power Industry	Wind	2834677
2018	MO	Total Electric Power Industry	Wood and Wood Derived Fuels	51015
2018	MO	Combined Heat and Power, Industrial Power	Total	42676
2018	MO	Combined Heat and Power, Industrial Power	Coal	0
2018	MO	Combined Heat and Power, Industrial Power	Natural Gas	39642
2018	MO	Combined Heat and Power, Industrial Power	Petroleum	0
2018	MO	Combined Heat and Power, Industrial Power	Other Biomass	3034
2018	MO	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	0
2018	MO	Combined Heat and Power, Commercial Power	Total	174501
2018	MO	Combined Heat and Power, Commercial Power	Coal	10123
2018	MO	Combined Heat and Power, Commercial Power	Natural Gas	111787
2018	MO	Combined Heat and Power, Commercial Power	Petroleum	24
2018	MO	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	1552
2018	MO	Combined Heat and Power, Commercial Power	Wood and Wood Derived Fuels	51015
2018	MO	Combined Heat and Power, Electric Power	Total	84107
2018	MO	Combined Heat and Power, Electric Power	Coal	0
2018	MO	Combined Heat and Power, Electric Power	Natural Gas	84107
2018	MO	Combined Heat and Power, Electric Power	Petroleum	0
2018	MO	Electric Generators, Independent Power Producers	Total	5013733
2018	MO	Electric Generators, Independent Power Producers	Coal	0
2018	MO	Electric Generators, Independent Power Producers	Natural Gas	2047145
2018	MO	Electric Generators, Independent Power Producers	Petroleum	0
2018	MO	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	84995
2018	MO	Electric Generators, Independent Power Producers	Other Biomass	46916
2018	MO	Electric Generators, Independent Power Producers	Wind	2834677
2018	MO	Electric Generators, Electric Utilities	Total	79780367
2018	MO	Electric Generators, Electric Utilities	Coal	63345012
2018	MO	Electric Generators, Electric Utilities	Pumped Storage	46907
2018	MO	Electric Generators, Electric Utilities	Hydroelectric Conventional	828392
2018	MO	Electric Generators, Electric Utilities	Natural Gas	4767375
2018	MO	Electric Generators, Electric Utilities	Nuclear	10655279
2018	MO	Electric Generators, Electric Utilities	Other	1008
2018	MO	Electric Generators, Electric Utilities	Petroleum	99731
2018	MO	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	4684
2018	MO	Electric Generators, Electric Utilities	Other Biomass	31980
2018	MO	Electric Generators, Electric Utilities	Wood and Wood Derived Fuels	0
2018	MS	Total Electric Power Industry	Total	63473771
2018	MS	Total Electric Power Industry	Coal	5280043
2018	MS	Total Electric Power Industry	Natural Gas	49481811
2018	MS	Total Electric Power Industry	Nuclear	6919470
2018	MS	Total Electric Power Industry	Other	0
2018	MS	Total Electric Power Industry	Petroleum	27310
2018	MS	Total Electric Power Industry	Solar Thermal and Photovoltaic	325853
2018	MS	Total Electric Power Industry	Other Biomass	16554
2018	MS	Total Electric Power Industry	Wood and Wood Derived Fuels	1422731
2018	MS	Combined Heat and Power, Industrial Power	Total	1914768
2018	MS	Combined Heat and Power, Industrial Power	Coal	0
2018	MS	Combined Heat and Power, Industrial Power	Natural Gas	484078
2018	MS	Combined Heat and Power, Industrial Power	Other	0
2018	MS	Combined Heat and Power, Industrial Power	Petroleum	3995
2018	MS	Combined Heat and Power, Industrial Power	Other Biomass	3965
2018	MS	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	1422731
2018	MS	Combined Heat and Power, Commercial Power	Total	0
2018	MS	Combined Heat and Power, Commercial Power	Natural Gas	0
2018	MS	Electric Generators, Independent Power Producers	Total	8248126
2018	MS	Electric Generators, Independent Power Producers	Coal	2831491
2018	MS	Electric Generators, Independent Power Producers	Natural Gas	5078193
2018	MS	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	325853
2018	MS	Electric Generators, Independent Power Producers	Other Biomass	12589
2018	MS	Electric Generators, Electric Utilities	Total	53310877
2018	MS	Electric Generators, Electric Utilities	Coal	2448552
2018	MS	Electric Generators, Electric Utilities	Natural Gas	43919540
2018	MS	Electric Generators, Electric Utilities	Nuclear	6919470
2018	MS	Electric Generators, Electric Utilities	Petroleum	23315
2018	MT	Total Electric Power Industry	Total	28212831
2018	MT	Total Electric Power Industry	Coal	13360026
2018	MT	Total Electric Power Industry	Hydroelectric Conventional	11404609
2018	MT	Total Electric Power Industry	Natural Gas	476370
2018	MT	Total Electric Power Industry	Other Gases	12415
2018	MT	Total Electric Power Industry	Other	304672
2018	MT	Total Electric Power Industry	Petroleum	446004
2018	MT	Total Electric Power Industry	Solar Thermal and Photovoltaic	34012
2018	MT	Total Electric Power Industry	Wind	2153392
2018	MT	Total Electric Power Industry	Wood and Wood Derived Fuels	21331
2018	MT	Combined Heat and Power, Industrial Power	Total	35676
2018	MT	Combined Heat and Power, Industrial Power	Coal	10228
2018	MT	Combined Heat and Power, Industrial Power	Natural Gas	4117
2018	MT	Combined Heat and Power, Industrial Power	Other Gases	0
2018	MT	Combined Heat and Power, Industrial Power	Petroleum	0
2018	MT	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	21331
2018	MT	Combined Heat and Power, Electric Power	Total	442910
2018	MT	Combined Heat and Power, Electric Power	Other Gases	12415
2018	MT	Combined Heat and Power, Electric Power	Petroleum	430495
2018	MT	Electric Generators, Independent Power Producers	Total	15646764
2018	MT	Electric Generators, Independent Power Producers	Coal	13115565
2018	MT	Electric Generators, Independent Power Producers	Hydroelectric Conventional	135559
2018	MT	Electric Generators, Independent Power Producers	Natural Gas	130683
2018	MT	Electric Generators, Independent Power Producers	Other	304672
2018	MT	Electric Generators, Independent Power Producers	Petroleum	15129
2018	MT	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	34012
2018	MT	Electric Generators, Independent Power Producers	Wind	1911144
2018	MT	Electric Generators, Electric Utilities	Total	12087481
2018	MT	Electric Generators, Electric Utilities	Coal	234233
2018	MT	Electric Generators, Electric Utilities	Hydroelectric Conventional	11269050
2018	MT	Electric Generators, Electric Utilities	Natural Gas	341570
2018	MT	Electric Generators, Electric Utilities	Petroleum	380
2018	MT	Electric Generators, Electric Utilities	Wind	242248
2018	NC	Total Electric Power Industry	Total	134249497
2018	NC	Total Electric Power Industry	Coal	31690469
2018	NC	Total Electric Power Industry	Pumped Storage	0
2018	NC	Total Electric Power Industry	Hydroelectric Conventional	6605429
2018	NC	Total Electric Power Industry	Natural Gas	43445749
2018	NC	Total Electric Power Industry	Nuclear	42076949
2018	NC	Total Electric Power Industry	Other	535056
2018	NC	Total Electric Power Industry	Petroleum	633081
2018	NC	Total Electric Power Industry	Solar Thermal and Photovoltaic	6110378
2018	NC	Total Electric Power Industry	Other Biomass	656345
2018	NC	Total Electric Power Industry	Wind	542772
2018	NC	Total Electric Power Industry	Wood and Wood Derived Fuels	1953269
2018	NC	Combined Heat and Power, Industrial Power	Total	1789551
2018	NC	Combined Heat and Power, Industrial Power	Coal	141596
2018	NC	Combined Heat and Power, Industrial Power	Hydroelectric Conventional	0
2018	NC	Combined Heat and Power, Industrial Power	Natural Gas	136494
2018	NC	Combined Heat and Power, Industrial Power	Other	233417
2018	NC	Combined Heat and Power, Industrial Power	Petroleum	19307
2018	NC	Combined Heat and Power, Industrial Power	Other Biomass	0
2018	NC	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	1258737
2018	NC	Combined Heat and Power, Commercial Power	Total	331534
2018	NC	Combined Heat and Power, Commercial Power	Coal	38679
2018	NC	Combined Heat and Power, Commercial Power	Hydroelectric Conventional	12938
2018	NC	Combined Heat and Power, Commercial Power	Natural Gas	89858
2018	NC	Combined Heat and Power, Commercial Power	Petroleum	2358
2018	NC	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	111744
2018	NC	Combined Heat and Power, Commercial Power	Other Biomass	75956
2018	NC	Combined Heat and Power, Electric Power	Total	609858
2018	NC	Combined Heat and Power, Electric Power	Coal	57443
2018	NC	Combined Heat and Power, Electric Power	Other	175920
2018	NC	Combined Heat and Power, Electric Power	Petroleum	318
2018	NC	Combined Heat and Power, Electric Power	Other Biomass	67842
2018	NC	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	308335
2018	NC	Electric Generators, Independent Power Producers	Total	14026127
2018	NC	Electric Generators, Independent Power Producers	Coal	40691
2018	NC	Electric Generators, Independent Power Producers	Hydroelectric Conventional	52654
2018	NC	Electric Generators, Independent Power Producers	Natural Gas	6713309
2018	NC	Electric Generators, Independent Power Producers	Other	125731
2018	NC	Electric Generators, Independent Power Producers	Petroleum	40795
2018	NC	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	5611432
2018	NC	Electric Generators, Independent Power Producers	Other Biomass	512546
2018	NC	Electric Generators, Independent Power Producers	Wind	542772
2018	NC	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	386197
2018	NC	Electric Generators, Electric Utilities	Total	117492427
2018	NC	Electric Generators, Electric Utilities	Coal	31412060
2018	NC	Electric Generators, Electric Utilities	Pumped Storage	0
2018	NC	Electric Generators, Electric Utilities	Hydroelectric Conventional	6539837
2018	NC	Electric Generators, Electric Utilities	Natural Gas	36506088
2018	NC	Electric Generators, Electric Utilities	Nuclear	42076949
2018	NC	Electric Generators, Electric Utilities	Other	-12
2018	NC	Electric Generators, Electric Utilities	Petroleum	570303
2018	NC	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	387202
2018	ND	Total Electric Power Industry	Total	42615321
2018	ND	Total Electric Power Industry	Coal	27540665
2018	ND	Total Electric Power Industry	Hydroelectric Conventional	3180154
2018	ND	Total Electric Power Industry	Natural Gas	1019273
2018	ND	Total Electric Power Industry	Other Gases	50988
2018	ND	Total Electric Power Industry	Other	51947
2018	ND	Total Electric Power Industry	Petroleum	38343
2018	ND	Total Electric Power Industry	Other Biomass	1038
2018	ND	Total Electric Power Industry	Wind	10732913
2018	ND	Combined Heat and Power, Industrial Power	Total	62356
2018	ND	Combined Heat and Power, Industrial Power	Coal	0
2018	ND	Combined Heat and Power, Industrial Power	Natural Gas	10330
2018	ND	Combined Heat and Power, Industrial Power	Other Gases	50988
2018	ND	Combined Heat and Power, Industrial Power	Petroleum	0
2018	ND	Combined Heat and Power, Industrial Power	Other Biomass	1038
2018	ND	Combined Heat and Power, Commercial Power	Total	2921
2018	ND	Combined Heat and Power, Commercial Power	Petroleum	142
2018	ND	Combined Heat and Power, Commercial Power	Wind	2779
2018	ND	Electric Generators, Independent Power Producers	Total	6603619
2018	ND	Electric Generators, Independent Power Producers	Wind	6603619
2018	ND	Electric Generators, Electric Utilities	Total	35946425
2018	ND	Electric Generators, Electric Utilities	Coal	27540665
2018	ND	Electric Generators, Electric Utilities	Hydroelectric Conventional	3180154
2018	ND	Electric Generators, Electric Utilities	Natural Gas	1008943
2018	ND	Electric Generators, Electric Utilities	Other	51947
2018	ND	Electric Generators, Electric Utilities	Petroleum	38201
2018	ND	Electric Generators, Electric Utilities	Wind	4126515
2018	NE	Total Electric Power Industry	Total	36966216
2018	NE	Total Electric Power Industry	Coal	23305208
2018	NE	Total Electric Power Industry	Hydroelectric Conventional	1382073
2018	NE	Total Electric Power Industry	Natural Gas	964790
2018	NE	Total Electric Power Industry	Nuclear	5632140
2018	NE	Total Electric Power Industry	Other	0
2018	NE	Total Electric Power Industry	Petroleum	12474
2018	NE	Total Electric Power Industry	Solar Thermal and Photovoltaic	27112
2018	NE	Total Electric Power Industry	Other Biomass	93313
2018	NE	Total Electric Power Industry	Wind	5549106
2018	NE	Total Electric Power Industry	Wood and Wood Derived Fuels	0
2018	NE	Combined Heat and Power, Industrial Power	Total	373842
2018	NE	Combined Heat and Power, Industrial Power	Coal	373842
2018	NE	Combined Heat and Power, Industrial Power	Natural Gas	0
2018	NE	Combined Heat and Power, Industrial Power	Other	0
2018	NE	Combined Heat and Power, Industrial Power	Other Biomass	0
2018	NE	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	0
2018	NE	Combined Heat and Power, Commercial Power	Total	18229
2018	NE	Combined Heat and Power, Commercial Power	Natural Gas	3290
2018	NE	Combined Heat and Power, Commercial Power	Other Biomass	14939
2018	NE	Electric Generators, Independent Power Producers	Total	5407379
2018	NE	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	27112
2018	NE	Electric Generators, Independent Power Producers	Wind	5380267
2018	NE	Electric Generators, Electric Utilities	Total	31166766
2018	NE	Electric Generators, Electric Utilities	Coal	22931366
2018	NE	Electric Generators, Electric Utilities	Hydroelectric Conventional	1382073
2018	NE	Electric Generators, Electric Utilities	Natural Gas	961500
2018	NE	Electric Generators, Electric Utilities	Nuclear	5632140
2018	NE	Electric Generators, Electric Utilities	Petroleum	12474
2018	NE	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	0
2018	NE	Electric Generators, Electric Utilities	Other Biomass	78374
2018	NE	Electric Generators, Electric Utilities	Wind	168839
2018	NH	Total Electric Power Industry	Total	17087156
2018	NH	Total Electric Power Industry	Coal	660307
2018	NH	Total Electric Power Industry	Hydroelectric Conventional	1354988
2018	NH	Total Electric Power Industry	Natural Gas	2991539
2018	NH	Total Electric Power Industry	Nuclear	10061696
2018	NH	Total Electric Power Industry	Other	47677
2018	NH	Total Electric Power Industry	Petroleum	178080
2018	NH	Total Electric Power Industry	Other Biomass	138455
2018	NH	Total Electric Power Industry	Wind	406659
2018	NH	Total Electric Power Industry	Wood and Wood Derived Fuels	1247755
2018	NH	Combined Heat and Power, Industrial Power	Total	30906
2018	NH	Combined Heat and Power, Industrial Power	Natural Gas	30906
2018	NH	Combined Heat and Power, Industrial Power	Petroleum	0
2018	NH	Combined Heat and Power, Commercial Power	Total	68746
2018	NH	Combined Heat and Power, Commercial Power	Natural Gas	7810
2018	NH	Combined Heat and Power, Commercial Power	Petroleum	15851
2018	NH	Combined Heat and Power, Commercial Power	Other Biomass	45085
2018	NH	Electric Generators, Independent Power Producers	Total	15570870
2018	NH	Electric Generators, Independent Power Producers	Hydroelectric Conventional	983823
2018	NH	Electric Generators, Independent Power Producers	Natural Gas	2921622
2018	NH	Electric Generators, Independent Power Producers	Nuclear	10061696
2018	NH	Electric Generators, Independent Power Producers	Other	47677
2018	NH	Electric Generators, Independent Power Producers	Petroleum	61155
2018	NH	Electric Generators, Independent Power Producers	Other Biomass	93145
2018	NH	Electric Generators, Independent Power Producers	Wind	406659
2018	NH	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	995092
2018	NH	Electric Generators, Electric Utilities	Total	1416634
2018	NH	Electric Generators, Electric Utilities	Coal	660307
2018	NH	Electric Generators, Electric Utilities	Hydroelectric Conventional	371165
2018	NH	Electric Generators, Electric Utilities	Natural Gas	31201
2018	NH	Electric Generators, Electric Utilities	Petroleum	101074
2018	NH	Electric Generators, Electric Utilities	Other Biomass	224
2018	NH	Electric Generators, Electric Utilities	Wood and Wood Derived Fuels	252663
2018	NJ	Total Electric Power Industry	Total	75033600
2018	NJ	Total Electric Power Industry	Coal	1193288
2018	NJ	Total Electric Power Industry	Pumped Storage	-115102
2018	NJ	Total Electric Power Industry	Hydroelectric Conventional	35538
2018	NJ	Total Electric Power Industry	Natural Gas	38863492
2018	NJ	Total Electric Power Industry	Nuclear	31982106
2018	NJ	Total Electric Power Industry	Other Gases	212048
2018	NJ	Total Electric Power Industry	Other	551919
2018	NJ	Total Electric Power Industry	Petroleum	362365
2018	NJ	Total Electric Power Industry	Solar Thermal and Photovoltaic	990420
2018	NJ	Total Electric Power Industry	Other Biomass	934931
2018	NJ	Total Electric Power Industry	Wind	22596
2018	NJ	Combined Heat and Power, Industrial Power	Total	704458
2018	NJ	Combined Heat and Power, Industrial Power	Natural Gas	401181
2018	NJ	Combined Heat and Power, Industrial Power	Other Gases	212048
2018	NJ	Combined Heat and Power, Industrial Power	Other	24634
2018	NJ	Combined Heat and Power, Industrial Power	Petroleum	61471
2018	NJ	Combined Heat and Power, Industrial Power	Solar Thermal and Photovoltaic	5124
2018	NJ	Combined Heat and Power, Commercial Power	Total	601790
2018	NJ	Combined Heat and Power, Commercial Power	Natural Gas	181472
2018	NJ	Combined Heat and Power, Commercial Power	Other	135926
2018	NJ	Combined Heat and Power, Commercial Power	Petroleum	5483
2018	NJ	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	123660
2018	NJ	Combined Heat and Power, Commercial Power	Other Biomass	155250
2018	NJ	Combined Heat and Power, Electric Power	Total	6977606
2018	NJ	Combined Heat and Power, Electric Power	Coal	1179551
2018	NJ	Combined Heat and Power, Electric Power	Natural Gas	5646663
2018	NJ	Combined Heat and Power, Electric Power	Petroleum	60816
2018	NJ	Combined Heat and Power, Electric Power	Other Biomass	90575
2018	NJ	Electric Generators, Independent Power Producers	Total	66624395
2018	NJ	Electric Generators, Independent Power Producers	Coal	13737
2018	NJ	Electric Generators, Independent Power Producers	Hydroelectric Conventional	35538
2018	NJ	Electric Generators, Independent Power Producers	Natural Gas	32472765
2018	NJ	Electric Generators, Independent Power Producers	Nuclear	31982106
2018	NJ	Electric Generators, Independent Power Producers	Other	391469
2018	NJ	Electric Generators, Independent Power Producers	Petroleum	231777
2018	NJ	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	785301
2018	NJ	Electric Generators, Independent Power Producers	Other Biomass	689106
2018	NJ	Electric Generators, Independent Power Producers	Wind	22596
2018	NJ	Electric Generators, Electric Utilities	Total	125350
2018	NJ	Electric Generators, Electric Utilities	Coal	0
2018	NJ	Electric Generators, Electric Utilities	Pumped Storage	-115102
2018	NJ	Electric Generators, Electric Utilities	Natural Gas	161410
2018	NJ	Electric Generators, Electric Utilities	Other	-110
2018	NJ	Electric Generators, Electric Utilities	Petroleum	2817
2018	NJ	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	76335
2018	NM	Total Electric Power Industry	Total	32673682
2018	NM	Total Electric Power Industry	Coal	13401532
2018	NM	Total Electric Power Industry	Geothermal	13138
2018	NM	Total Electric Power Industry	Hydroelectric Conventional	149546
2018	NM	Total Electric Power Industry	Natural Gas	11628177
2018	NM	Total Electric Power Industry	Other	-731
2018	NM	Total Electric Power Industry	Petroleum	20737
2018	NM	Total Electric Power Industry	Solar Thermal and Photovoltaic	1348576
2018	NM	Total Electric Power Industry	Other Biomass	21156
2018	NM	Total Electric Power Industry	Wind	6091551
2018	NM	Combined Heat and Power, Industrial Power	Total	23730
2018	NM	Combined Heat and Power, Industrial Power	Natural Gas	23730
2018	NM	Combined Heat and Power, Industrial Power	Petroleum	0
2018	NM	Combined Heat and Power, Commercial Power	Total	107093
2018	NM	Combined Heat and Power, Commercial Power	Natural Gas	104112
2018	NM	Combined Heat and Power, Commercial Power	Wind	2981
2018	NM	Combined Heat and Power, Electric Power	Total	34204
2018	NM	Combined Heat and Power, Electric Power	Natural Gas	18003
2018	NM	Combined Heat and Power, Electric Power	Other Biomass	16201
2018	NM	Electric Generators, Independent Power Producers	Total	11396396
2018	NM	Electric Generators, Independent Power Producers	Geothermal	13138
2018	NM	Electric Generators, Independent Power Producers	Natural Gas	4204970
2018	NM	Electric Generators, Independent Power Producers	Other	-8
2018	NM	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	1084771
2018	NM	Electric Generators, Independent Power Producers	Other Biomass	4955
2018	NM	Electric Generators, Independent Power Producers	Wind	6088570
2018	NM	Electric Generators, Electric Utilities	Total	21112259
2018	NM	Electric Generators, Electric Utilities	Coal	13401532
2018	NM	Electric Generators, Electric Utilities	Hydroelectric Conventional	149546
2018	NM	Electric Generators, Electric Utilities	Natural Gas	7277362
2018	NM	Electric Generators, Electric Utilities	Other	-723
2018	NM	Electric Generators, Electric Utilities	Petroleum	20737
2018	NM	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	263805
2018	NV	Total Electric Power Industry	Total	39640241
2018	NV	Total Electric Power Industry	Coal	2485046
2018	NV	Total Electric Power Industry	Geothermal	3461982
2018	NV	Total Electric Power Industry	Hydroelectric Conventional	1881266
2018	NV	Total Electric Power Industry	Natural Gas	26688612
2018	NV	Total Electric Power Industry	Other Gases	0
2018	NV	Total Electric Power Industry	Other	28782
2018	NV	Total Electric Power Industry	Petroleum	10245
2018	NV	Total Electric Power Industry	Solar Thermal and Photovoltaic	4718895
2018	NV	Total Electric Power Industry	Other Biomass	53066
2018	NV	Total Electric Power Industry	Wind	312348
2018	NV	Combined Heat and Power, Industrial Power	Total	332233
2018	NV	Combined Heat and Power, Industrial Power	Natural Gas	329725
2018	NV	Combined Heat and Power, Industrial Power	Solar Thermal and Photovoltaic	2508
2018	NV	Combined Heat and Power, Commercial Power	Total	159414
2018	NV	Combined Heat and Power, Commercial Power	Geothermal	33442
2018	NV	Combined Heat and Power, Commercial Power	Natural Gas	62250
2018	NV	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	63722
2018	NV	Combined Heat and Power, Electric Power	Total	2146536
2018	NV	Combined Heat and Power, Electric Power	Natural Gas	2146536
2018	NV	Combined Heat and Power, Electric Power	Other Gases	0
2018	NV	Combined Heat and Power, Electric Power	Petroleum	0
2018	NV	Electric Generators, Independent Power Producers	Total	9520528
2018	NV	Electric Generators, Independent Power Producers	Coal	1042500
2018	NV	Electric Generators, Independent Power Producers	Geothermal	3428540
2018	NV	Electric Generators, Independent Power Producers	Hydroelectric Conventional	66620
2018	NV	Electric Generators, Independent Power Producers	Natural Gas	2572
2018	NV	Electric Generators, Independent Power Producers	Petroleum	2867
2018	NV	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	4612015
2018	NV	Electric Generators, Independent Power Producers	Other Biomass	53066
2018	NV	Electric Generators, Independent Power Producers	Wind	312348
2018	NV	Electric Generators, Electric Utilities	Total	27481530
2018	NV	Electric Generators, Electric Utilities	Coal	1442546
